LatitudeOrigine,LongitudeOrigine,LatitudeModel,LongitudeModel,DistanceModel,LatitudeRandom,LongitudeRandom,DistanceRandom,PaysOrigine,PaysModel,RegionOrigine,RegionModel,RegionClassifier
-12.9730432,-39.2634429,26.778637,-98.0093,7721.873907822843,35.2692126394122,91.55704787025866,14519.913955924789,Brazil,United States,South America,North America,North America
-13.5398383,-47.4916841,32.325905,-89.599266,6772.202830690912,-5.040918466972343,46.977621824389615,10369.358849381091,Brazil,United States,South America,North America,North America
-13.6248831,-49.2258526,-18.445425,-50.612556,553.6817647988639,-43.70750754892685,-96.0774871564878,5556.470412500714,Brazil,Brazil,South America,South America,South America
-14.7837351,-39.0539844,40.47239,11.000025,8006.095771259723,-31.60880613046128,-74.49823160642208,4052.573336985549,Brazil,Ocean,South America,Ocean,Europe West
-14.7934183,-39.2788281,46.20597,12.801642,8532.190045484087,33.540720307275606,87.95009433715938,14344.863988790496,Brazil,Italy,South America,Europe West,Europe West
-15.2017281,-56.3616232,24.814648,-100.292015,6506.737118887981,-16.667831627112065,40.77524754782749,10273.990605046678,Brazil,Mexico,South America,North America,North America
-15.224906,-46.4179947,-30.425991,-57.159554,2009.584225851053,-58.22671666958068,-108.21107309467688,6939.796832775967,Brazil,Uruguay,South America,Ocean,South America
-15.2401957,-55.5467892,26.27664,-103.955124,6966.752077628531,42.79695451903851,12.172455045924096,9423.07594030186,Brazil,Mexico,South America,North America,North America
-15.4733878,-55.7274976,-11.201818,-48.312187,931.827401739756,5.895166791218571,-64.5737897304106,2556.679690448625,Brazil,Brazil,South America,South America,South America
-15.5039288,-40.8298927,-12.799893,-47.7195,801.6320019804136,10.630186941993244,164.41725120106935,17245.782955316627,Brazil,Brazil,South America,South America,South America
-15.6538631,-40.0623824,-6.3252597,-42.13238,1056.3504383650156,-81.28933906634244,144.3213565044505,9240.729431210097,Brazil,Brazil,South America,South America,South America
-15.6590565,-56.1398765,-20.577915,-46.20974,1183.1021144791623,12.026199724623863,-94.02855582255977,5176.646314638035,Brazil,Brazil,South America,South America,South America
-15.6669399,-48.120077,-10.852828,-50.107777,574.4848195864242,33.97759628206799,78.78377850317969,14358.610359942735,Brazil,Brazil,South America,South America,South America
-15.7963427,-47.8718719,34.62793,-98.807884,7754.348423094253,-10.962251394550904,-90.14516903264035,4602.656797896987,Brazil,United States,South America,North America,North America
-15.8516005,-56.0800177,-14.757976,-40.437134,1683.9495217149956,-45.612205503947294,128.84033069805656,13179.771668160209,Brazil,Brazil,South America,South America,South America
-15.8550749,-48.6013752,29.989008,-100.69081,7544.573119274473,-16.218185902612433,-129.68862785711875,8609.953772595773,Brazil,United States,South America,North America,North America
-15.9425713,-57.7850631,-14.469638,-49.68592,885.2795150617503,30.970648521304653,20.125911853814216,9803.851417266942,Brazil,Brazil,South America,South America,South America
-16.2702085,-49.5458255,-26.587221,25.257708,7737.715200383187,-22.101372819074456,-33.599103346896925,1795.642157555287,Brazil,South Africa,South America,South Africa,South Africa
-16.5681294,-42.8929484,-21.237226,-52.127617,1101.2382618037202,58.55524671388238,88.62930531615507,13904.783144942658,Brazil,Brazil,South America,South America,South America
-17.2809909,-49.3970245,-28.530067,26.794563,7794.515659869511,-1.4732898026842065,-58.777391122120136,2027.695190299473,Brazil,South Africa,South America,South Africa,South Africa
-17.2947336,-47.7571156,41.830715,-107.950005,8999.030640558527,-17.606674155991925,-72.17064644340654,2591.833232345569,Brazil,United States,South America,North America,North America
-17.5285096,-50.192374,41.991505,-101.99147,8466.910850162156,29.215347409557594,64.86162878386381,13344.064373651358,Brazil,United States,South America,North America,North America
-17.6691945,-39.2257856,44.155346,-86.387825,8355.81578795909,80.73910335748752,114.371169290451,12876.45763755084,Brazil,United States,South America,North America,North America
-17.6886135,-52.9511585,-20.894466,-46.864204,731.4852461847613,-80.12240245491921,-17.584234208001135,7158.283591472253,Brazil,Brazil,South America,South America,South America
-17.7448203,-39.5759216,39.797703,-105.66631,9347.518878612686,9.697876988265705,123.8791216083186,18032.17090764832,Brazil,United States,South America,North America,North America
-17.853513,-42.8545808,42.81908,29.598183,9982.577547967008,71.9306809419165,-123.95188717692376,11573.735899324158,Brazil,Ocean,South America,Ocean,Europe East
-17.9842254,-54.2288612,-17.350315,-49.07822,550.957091926697,71.74571346686758,-29.063794391932333,10134.238426156331,Brazil,Brazil,South America,South America,South America
-17.9956352,-45.8399609,-21.361277,-56.71772,1199.5273360508145,74.90078359684486,-54.20529123681973,10323.27624976451,Brazil,Brazil,South America,South America,South America
-18.208333,-49.7547993,-17.47506,-49.33532,92.53984429222352,-7.34688901496888,16.457532876140107,7254.384922965007,Brazil,Brazil,South America,South America,South America
-18.3959145,-47.180872,-9.580626,-49.7166,1012.992087112527,-57.69846063439346,-56.29371395177107,4427.279394703717,Brazil,Brazil,South America,South America,South America
-18.4703645,-52.6100241,36.424953,-104.00531,8129.704055506647,-79.75130770550618,142.9507943842371,9063.53491353802,Brazil,United States,South America,North America,North America
-18.6120874,-52.9678088,42.978985,-101.883896,8456.782572927917,-11.280917674552144,9.370407918919682,6724.8514999246045,Brazil,United States,South America,North America,North America
-18.6564134,-48.1868441,31.167814,-90.63683,7140.154921299647,-30.13180282994837,63.38460936685436,10923.624510069149,Brazil,United States,South America,North America,North America
-18.7494594,-44.4265574,35.147987,-99.46861,8326.509798239329,16.99498413023457,63.12717645236842,12409.109120384546,Brazil,United States,South America,North America,North America
-18.9432668,-46.9898558,30.901106,-97.82263,7743.365969865234,-78.92128973070473,71.39395091178395,8523.149377778625,Brazil,United States,South America,North America,North America
-19.0593598,-43.96256,-14.159875,-48.33662,715.2939810171691,-65.00081911875932,-139.24523726199766,8346.642134464748,Brazil,Brazil,South America,South America,South America
-19.1129072,-51.7338459,-16.929495,-48.60237,410.2904466305183,65.28584045067069,-122.35435931204051,11054.542984673184,Brazil,Brazil,South America,South America,South America
-19.1471117,-54.7621492,-20.923807,-53.04051,266.6970368245396,88.23826837408777,8.225918760348208,12029.744641910698,Brazil,Brazil,South America,South America,South America
-19.3132203,-69.4264897,45.01197,9.898702,10700.852501035968,-1.9879224391205528,27.120511089759475,10631.47163998604,Chile,Italy,South America,Europe West,Europe West
-19.4896517,-44.3939645,20.73024,77.75042,14014.255296658395,27.8619170288099,39.54458376771396,10437.59282657994,Brazil,India,South America,India,India
-19.5383625,-54.5312914,-17.740784,-51.545998,372.5584288307245,40.00374129019295,-40.933591064865226,6740.836845260875,Brazil,Brazil,South America,South America,South America
-19.5529103,-43.7363926,-13.863786,-48.45453,805.7998247498616,-71.05689354862209,116.10892729150174,9834.446173113269,Brazil,Brazil,South America,South America,South America
-19.678734,-46.3313592,-15.751462,-46.703773,436.4512076291597,-58.15725625069794,15.05158224765492,6497.994614839287,Brazil,Brazil,South America,South America,South America
-19.737186,-69.786796,42.75217,-110.04413,8055.620167463244,-12.3335914156892,-55.46997353959722,1735.9782730408435,Chile,United States,South America,North America,North America
-19.7903706,-42.140449,35.6618,-90.34833,7967.783967438597,-55.38327382555027,100.74187179154802,10969.019301596025,Brazil,United States,South America,North America,North America
-19.9106023,-54.3681782,33.066856,-101.28015,7695.7201613191155,-5.781279038452908,-105.12424420790794,5702.059560879188,Brazil,United States,South America,North America,North America
-2.1595611,104.405955,-27.576853,-52.466015,15895.869099890591,44.40887571645385,-136.79150372671225,12431.27435075954,Indonesia,Brazil,South Asia,South America,South America
-2.2530179,121.7569511,4.9705234,103.40948,2191.2728028439287,2.596874169204142,-40.43784143777083,18056.783125993672,Indonesia,Malaysia,South Asia,Ocean,South Asia
-2.2907054,113.8833949,1.0298989,113.156876,375.9729825117529,-17.877372083311016,52.079634205064366,6956.658110336014,Indonesia,Indonesia,South Asia,South Asia,South Asia
-2.5947399,-43.4664041,-2.8810337,-53.7937,1148.7574647479742,-52.18420072002612,-31.091969433487208,5615.858081652118,Brazil,Brazil,South America,South America,South America
-2.612294,-43.4624449,-13.270245,-53.38305,1606.936752030563,56.82649206453559,-36.964803831669855,6615.567517571756,Brazil,Brazil,South America,South America,South America
-2.7950128,-44.3735041,-24.231165,-55.2209,2643.0104382713525,32.82887330794371,-67.0400622886451,4609.476129938387,Brazil,Paraguay,South America,Ocean,South America
-2.7995234,107.8287211,5.494688,108.09915,917.6403685644804,-75.48454112901372,-67.6286440551383,11308.219773438312,Indonesia,Ocean,South Asia,Ocean,South Asia
-2.813868,-40.3886712,46.39021,-108.432755,8576.319068068615,-53.33848858433782,50.4156549201501,9812.25150432283,Brazil,United States,South America,North America,North America
-2.8966506,-40.8449741,-7.838179,-41.180023,547.7168167164058,3.712483831727994,-153.68144292595184,12574.24921725124,Brazil,Brazil,South America,South America,South America
-2.8974965,-40.0069013,45.49444,9.179476,7225.333129952073,1.5744317718423844,52.72794744660595,10331.422193543802,Brazil,Italy,South America,Europe West,Europe West
-2.9241465,102.9542696,1.6565535,106.09884,615.6377550694796,8.535791546703805,2.506269870337718,11215.639197491026,Indonesia,Indonesia,South Asia,South Asia,South Asia
-20.0318777,-42.2679918,-23.597317,-48.33344,740.8988019625119,-82.75216494658493,-38.2445855712721,6978.678669044504,Brazil,Brazil,South America,South America,South America
-20.0638261,-44.331843,-19.113436,-57.833096,1420.0108798127326,-52.93945724727328,36.60005020991306,7650.678631781576,Brazil,Bolivia,South America,Ocean,South America
-20.1235837,-50.6053893,-11.695965,-46.300686,1040.0645308033006,49.06092011678993,65.23773022323093,13548.314487975296,Brazil,Brazil,South America,South America,South America
-20.1472588,-46.4314887,33.71523,-88.24177,7429.848805352756,-76.18028871362725,79.86281327103,8724.024801026117,Brazil,United States,South America,North America,North America
-20.4206949,-47.7549009,-20.249865,-53.94456,646.5857577712521,43.45336963479613,-92.90845215205206,8443.036145460535,Brazil,Brazil,South America,South America,South America
-20.4337237,-49.9634644,-21.454634,-50.745857,139.27624095399509,-33.32701850513223,52.370400272276015,9867.17453444627,Brazil,Brazil,South America,South America,South America
-20.4465222,-44.2622004,-18.267374,-47.11189,384.4670188359832,-45.42217079806256,-37.97518346952208,2829.551510446757,Brazil,Brazil,South America,South America,South America
-20.4845326,-55.7824625,-19.093405,-47.65702,865.137192404263,62.98174680637797,60.05680823906559,13313.832767496286,Brazil,Brazil,South America,South America,South America
-20.5973784,-47.6441084,-18.39919,-53.691414,679.7727284107691,44.45877792559449,-131.7218447002516,11134.032073266442,Brazil,Brazil,South America,South America,South America
-20.6305903,-46.8614075,36.012604,-102.26834,8561.28379263828,71.67522279168432,-90.40057645929468,10758.622172334046,Brazil,United States,South America,North America,North America
-20.6503318,-49.3852774,31.285881,-105.15384,8273.82226657844,-5.523805235184668,-141.17254852495967,9987.443948826602,Brazil,United States,South America,North America,North America
-20.6732202,-41.2061226,-28.846407,-54.513714,1620.1564930329632,81.70200366163294,55.59748339305364,12373.636297959612,Brazil,Brazil,South America,South America,South America
-20.7076165,-70.1809162,38.203594,-105.77187,7507.394017286365,-28.27598302438608,111.15097555412864,14582.32746080045,Chile,United States,South America,North America,North America
-20.7991306,-49.416594,-23.61628,-50.798054,342.9257520663551,34.33902476304621,-83.76642198002725,7103.96256952758,Brazil,Brazil,South America,South America,South America
-20.8843984,-48.6645958,33.368534,-114.71241,9225.242580730044,-39.64835831137398,-7.856396467729951,4392.474743204475,Brazil,United States,South America,North America,North America
-21.1357748,-55.8204175,34.07355,-98.8393,7622.273753831316,-48.87128600003204,-30.22779971551458,3824.812357864324,Brazil,United States,South America,North America,North America
-21.2013222,-54.5582423,-17.442703,-52.079426,490.8488219044527,10.588791456430355,55.37439941375152,12492.020120204845,Brazil,Brazil,South America,South America,South America
-21.2320709,-45.2322096,-15.514166,-49.481194,775.8525701304907,1.3074872830551527,-170.54417027275366,13707.731536794983,Brazil,Brazil,South America,South America,South America
-21.401128,-48.5096462,29.907951,-107.32599,8477.586069453895,-72.61711933759042,-137.37197361554993,7711.974248403595,Brazil,Mexico,South America,North America,North America
-21.4536252,-50.1634788,50.720684,7.203759,9766.498704072606,-69.81390745088336,108.71317358914246,9744.45402566622,Brazil,Germany,South America,Europe West,Europe West
-21.4965479,-56.454725,37.608868,-98.70252,7897.485367273661,70.23469865469491,-170.32632959371043,13128.113524745871,Brazil,United States,South America,North America,North America
-21.527135,-47.6428605,47.016346,6.727672,9342.335358735374,-4.533356335179221,-56.84036906943725,2126.4464844411805,Brazil,Switzerland,South America,Ocean,Europe West
-21.5421116,-43.0127225,35.137455,135.92227,18493.724616695665,-88.9225317169728,151.08293258958622,7735.615121678882,Brazil,Japan,South America,Japan,Japan
-21.6033411,-51.1613556,47.422226,5.0368323,9484.635740180976,40.03546157423327,-102.27118205085635,8639.553489941485,Brazil,France,South America,Europe West,Europe West
-21.6125437,-47.1843811,-20.932842,-53.817726,692.456247910543,-23.5412419779582,68.59583297360948,11461.46288735941,Brazil,Brazil,South America,South America,South America
-21.6149038,-51.1791627,24.057571,-106.52149,7836.712142863949,19.71629725014752,-9.129648890734074,6468.960319311477,Brazil,Mexico,South America,North America,North America
-21.6439013,-54.7679763,-19.577822,-52.640305,318.5929780090016,47.47481601268262,-65.68146295514201,7732.262470076116,Brazil,Brazil,South America,South America,South America
-21.7057369,-47.271764,28.087463,-100.17551,7916.838356019751,2.924387837384316,176.33796677632984,14879.066771314776,Brazil,Mexico,South America,North America,North America
-21.7339538,-45.55419,26.142212,-97.242615,7690.437204789316,-3.5583033722980844,-103.46937107832632,6562.073873637743,Brazil,United States,South America,North America,North America
-21.9181731,-42.299438,32.696774,-88.498764,7787.631280084048,-59.011560375700384,91.72033713400498,10100.714601328733,Brazil,United States,South America,North America,North America
-21.9928079,-49.4546126,27.242928,-105.08786,8094.374308764162,23.27053445594018,-66.15880243344377,5324.608361259009,Brazil,Mexico,South America,North America,North America
-22.0212036,-54.8854879,-20.659277,-54.924282,150.84826694307503,-51.18996243380621,-138.3995269675582,7687.832238595612,Brazil,Brazil,South America,South America,South America
-22.0662473,-41.6836365,45.08191,8.525179,9008.902320998945,-32.398094509772505,-84.44040868314083,4356.225930490246,Brazil,Italy,South America,Europe West,Europe West
-22.0860976,-70.1960545,38.2872,-111.68674,7964.922452651578,-8.301547146211718,31.80287582086251,10891.951781450998,Chile,United States,South America,North America,North America
-22.1026241,-53.4686244,-18.28257,-47.074024,790.7376278325328,-8.485231295576767,29.90563003485312,8986.251743925075,Brazil,Brazil,South America,South America,South America
-22.2782085,-69.5573844,39.02068,-111.76528,8085.157154621806,-12.916830398049528,54.976224613335006,12831.414457415707,Chile,United States,South America,North America,North America
-22.2811931,-51.5111381,31.299614,-102.78445,8065.750134805971,-41.331761830575566,-120.23079721507727,6663.052717027751,Brazil,United States,South America,North America,North America
-22.2890406,-70.2392529,32.487602,-109.482315,7359.813088501944,24.70695755844085,95.27593082134725,18528.426690063327,Chile,United States,South America,North America,North America
-22.2974609,-55.0544886,-9.760308,-56.39854,1394.7952583840497,11.71021015049908,39.33288471074167,10948.1852809482,Brazil,Brazil,South America,South America,South America
-22.4360826,-45.4669685,36.615253,10.180463,8765.980959971108,83.2845624537141,119.00926030366507,13205.261139304595,Brazil,Tunisia,South America,Ocean,Europe West
-22.4741592,-48.5561934,40.01756,-101.632904,8839.541227798369,66.47525733145227,-104.56610950320612,10907.6776840878,Brazil,United States,South America,North America,North America
-22.5300974,-55.7313703,51.95201,4.034986,10083.233267785576,-3.7569738176806737,11.497866245275134,7517.666248633223,Brazil,Netherlands,South America,Europe West,Europe West
-22.6032046,-43.7060648,42.0814,10.194937,9053.532025867062,-76.18306267678251,75.13934556185788,8297.634031620371,Brazil,Ocean,South America,Ocean,Europe West
-22.6498684,-42.3953357,30.567644,-108.99784,9232.105352201164,61.29858604937331,13.400071729533494,10550.376878643388,Brazil,Mexico,South America,North America,North America
-22.7017386,-46.7729699,23.735811,-103.57921,8008.933524871867,65.31104496220976,99.14267491391598,14675.239175805502,Brazil,Mexico,South America,North America,North America
-22.7085001,-46.9918895,27.044613,-99.71596,7904.507144547604,63.40956308453846,70.19738330035261,13585.389367036903,Brazil,Mexico,South America,North America,North America
-22.8267249,-45.2909385,22.773855,-95.84437,7444.403279743961,2.0772049182110948,-134.5811401256832,10032.24018636444,Brazil,Ocean,South America,Ocean,North America
-22.8867063,-43.2803556,37.57372,-92.61922,8452.652994783257,41.454087544413,157.96167564937036,17157.98732833809,Brazil,United States,South America,North America,North America
-22.8957955,-70.2755821,50.253452,2.4820566,10786.584870829613,-70.15506542866208,21.28032048056613,7688.213192061995,Chile,France,South America,Europe West,Europe West
-22.9207715,-53.150777,-19.269127,-52.541447,409.2295412441812,-64.91777870081218,67.10085030763807,9024.154055908642,Brazil,Brazil,South America,South America,South America
-22.9229855,-65.5560422,31.31358,-103.96474,7266.088692182087,65.85000307639208,-91.53500858545613,10086.25446408709,Argentina,United States,South America,North America,North America
-23.0067636,-47.7387925,35.186943,-102.80423,8671.493488063948,54.42621386551724,-77.75700583531425,9047.225704485389,Brazil,United States,South America,North America,North America
-23.0400805,-51.4415556,-27.433102,-56.992825,741.1921252114549,72.52642214196777,-55.12289597221475,10603.520510272914,Brazil,Paraguay,South America,Ocean,South America
-23.0970854,-48.9203784,-18.45208,-47.960842,523.8779132516034,7.503142478150664,-99.13152394665872,6427.198350763747,Brazil,Brazil,South America,South America,South America
-23.1351992,-66.5384255,-27.411945,23.012562,8822.133185884575,11.424272760147502,147.73764691074342,16175.075877844009,Argentina,South Africa,South America,South Africa,South Africa
-23.166678,-45.53286,-23.79229,-54.69442,938.3117867538696,-40.43334760661549,-2.0217627531508526,4486.440856801678,Brazil,Brazil,South America,South America,South America
-23.1722672,-45.7590222,26.786236,-97.28807,7828.863631225388,44.22528828281685,-167.05495883575276,14239.19890797272,Brazil,United States,South America,North America,North America
-23.2700815,-55.1806082,-24.284288,-54.209305,149.72809815393032,2.5189090138136976,40.62388983683499,10719.5829543965,Brazil,Brazil,South America,South America,South America
-23.3483915,-47.6981433,27.4892,-103.884895,8250.553697306374,34.87123779339743,-141.2444816396926,11765.261001124658,Brazil,Mexico,South America,North America,North America
-23.4353972,-46.9248252,25.415709,-91.12463,7205.768334966689,-56.79291921157791,70.75490038439958,9390.190094656533,Brazil,Ocean,South America,Ocean,North America
-23.5688716,-46.6653375,22.634222,-95.24149,7331.809667997503,24.99831585785921,-60.26059366769917,5570.044801743193,Brazil,Ocean,South America,Ocean,North America
-23.6056209,-47.0223434,36.797092,-95.99619,8431.669508498187,-54.38531676007556,-27.391609373132297,3787.848806419495,Brazil,United States,South America,North America,North America
-23.6069165,-46.9201721,31.215763,-102.803375,8500.627489356524,-50.62261750394068,-32.42819483744336,3249.782899979894,Brazil,United States,South America,North America,North America
-23.6356377,-55.0094105,29.688469,-92.72455,7147.822068027529,81.94579392486656,-70.4754615544411,11748.27849180936,Brazil,United States,South America,North America,North America
-23.6661286,-46.4573714,34.608635,135.47346,18777.254634074263,-60.2494080530603,106.64431796671175,10388.780328156929,Brazil,Japan,South America,Japan,Japan
-23.6903363,-46.6108905,29.250015,-101.69247,8310.475299192105,72.78879427898124,-140.85225829425343,12639.15865202932,Brazil,Mexico,South America,North America,North America
-23.887021,31.5426211,28.392107,-92.497925,14460.279075768996,2.1920449384462586,157.34821511791012,13730.739635097942,South Africa,Ocean,South Africa,Ocean,North America
-23.8880925,-46.439777,34.481842,-93.601105,8158.355775433271,73.49609248920618,-0.2531217256996285,11321.665611569788,Brazil,United States,South America,North America,North America
-24.0772765,-54.2388077,-16.896418,-47.584217,1054.9924557775714,-29.98785484328953,-78.10851074450036,2452.112880020215,Brazil,Brazil,South America,South America,South America
-24.2151465,-64.861671,27.466253,-99.51481,6822.313875004248,-17.87426952272233,-71.2622923846127,966.8296757455364,Argentina,Mexico,South America,North America,North America
-24.2257534,27.4807079,36.050327,-105.56338,15363.520387280349,-2.764114592143031,-87.57134191385154,12407.172293761429,South Africa,United States,South Africa,North America,North America
-24.3296362,-50.6130891,31.022934,-108.03682,8656.89617677914,46.7699925996769,73.5518455126369,14518.193082402251,Brazil,Mexico,South America,North America,North America
-24.3614218,30.6667042,-25.420017,26.963022,392.1397477054847,52.02776307499397,30.49571390506796,8461.76919407787,South Africa,South Africa,South Africa,South Africa,South Africa
-24.3806413,-51.1689305,-25.864185,25.853767,7646.1271937968495,-46.43948505258175,87.43059476430437,11127.266213596067,Brazil,South Africa,South America,South Africa,South Africa
-24.3906548,31.7208485,36.520218,-110.08501,16148.311056866927,76.42388673285342,132.0731305926672,12891.857157567138,South Africa,United States,South Africa,North America,North America
-24.4675831,27.6120732,-18.50587,-49.96062,7963.164248982803,-86.00540617688056,101.88211144900038,7180.688269011632,South Africa,Brazil,South Africa,South America,South America
-24.5317946,-49.9514641,58.388813,56.08982,13224.994543961016,55.50898633964656,-165.57554398078324,13824.70207786966,Brazil,Russia,South America,Europe East,Europe East
-24.5334834,26.6121986,41.094334,-111.31379,15727.920799840336,59.0969435448944,-56.4024399948886,11928.425382608408,South Africa,United States,South Africa,North America,North America
-24.5903302,-53.5140323,-16.550709,-49.720493,973.824511502135,-45.88387527781604,-41.320837571572895,2603.06804923013,Brazil,Brazil,South America,South America,South America
-24.6231538,-53.7475186,-17.720278,-51.59239,796.3291438598467,55.35246566250504,-23.830515000187887,9306.945162236978,Brazil,Brazil,South America,South America,South America
-24.7153208,-50.5474313,36.94446,-102.5193,8731.282984784533,4.633067839593394,74.51362895570449,13759.431789089116,Brazil,United States,South America,North America,North America
-24.8850764,-49.8519377,28.551695,-94.86989,7628.235980407343,50.31998812666242,-53.4982237443713,8337.544075596245,Brazil,Ocean,South America,Ocean,North America
-24.90897,30.1056293,34.10541,-104.611374,15557.050468292153,11.811856817907056,-162.1582503274633,18075.03761288044,South Africa,United States,South Africa,North America,North America
-25.0661649,-48.5723618,35.546852,-85.725136,7765.597863155886,-35.77717098265298,124.09951302061,13226.080482304107,Brazil,United States,South America,North America,North America
-25.0955485,-53.1275374,33.07564,-96.37848,7902.688744647846,26.37838319029626,156.48111418153883,17062.944694639194,Brazil,United States,South America,North America,North America
-25.2050056,28.8757961,28.349417,-106.51077,15604.014540472954,-33.00849267590253,115.81994359464056,8264.707041751079,South Africa,Mexico,South Africa,North America,North America
-25.3070117,-49.0589245,29.312584,-101.61589,8249.49328389614,-75.51769094114036,136.92499365426607,8811.126610207315,Brazil,Mexico,South America,North America,North America
-25.3410874,27.0865599,24.530941,-98.57678,14580.937828084894,54.67846125629302,-4.765896741529673,9374.684419115389,South Africa,Mexico,South Africa,North America,North America
-25.3712007,27.1960415,39.027348,-104.66393,15299.743381236469,-0.9438730663969466,39.09348410417982,2989.85786256966,South Africa,United States,South Africa,North America,North America
