LatitudeOrigine,LongitudeOrigine,LatitudeModel,LongitudeModel,DistanceModel,LatitudeRandom,LongitudeRandom,DistanceRandom
-18.0060021,-70.2439748,39.11648,9.8610325,10434.615101194531,58.20207453747804,17.43543442347587,11555.562078783336
-18.4328667,127.4397329,-19.83021,86.7511,4273.352415341355,79.35198721407463,45.96578967071679,11830.629988565535
-18.4743978,-39.7625678,35.983192,-57.892532,6322.904471112832,9.50811860603855,-6.639341237475975,4776.507299119259
-18.5261599,136.0041194,-26.038292,143.79489,1155.4608204044407,41.08809701035568,-51.12408763431719,17413.66344384226
-18.6064523,-43.3811667,20.209932,-13.584591,5386.313783489053,44.871462479242496,92.23165808140186,14994.620561590391
-18.6120874,-52.9678088,14.399428,-79.39245,4661.7700397246235,87.07713508320106,138.02049759776548,12381.067233160058
-18.6271879,-51.605683,-20.879541,83.161125,13432.12723595627,-3.8608652664934198,140.49421361294304,17191.94600751578
-18.6406818,-66.3401803,54.17859,42.40419,12885.168835421251,89.24275764888083,-12.842646568305184,12013.430013171284
-18.9432668,-46.9898558,-14.474116,-72.66443,2779.7082872645697,-33.914947783064825,-108.04697638195604,6221.827773491078
-19.0163105,-40.5373477,-12.171816,-22.473024,2078.273786133531,-7.050039300213442,-38.5259105472077,1341.6646511904505
-19.1931072,-54.9285589,-17.910402,-62.13535,773.8893301274381,10.065230952548134,-55.1285206724193,3236.188067404315
-19.2734375,-44.3990907,-9.697334,-41.218674,1113.5019812641501,50.35254933768016,-15.560959187352353,8216.23587758435
-19.3172133,-48.0747342,-3.7006679,-47.40334,1729.1186403623929,16.32967151432051,151.70569940439157,17911.978778742297
-19.4001994,146.7077475,35.829388,-76.486626,15434.817856985168,-28.099720051559665,-37.50922007764191,14729.114832935007
-19.4684185,-42.5490699,18.112276,109.856995,17123.93290451432,-37.31502618665262,-99.03301358745843,5786.09894491694
-19.4896517,-44.3939645,2.0383022,-3.8640714,5028.7828194621225,-44.477893146538456,-131.871746807906,8322.070214180492
-19.5833499,138.7886548,-22.014235,136.71034,345.31013761123654,37.868211788296264,-87.96930296273362,15089.440902781835
-19.7676981,-43.8522495,13.65772,26.743088,8568.494654317952,-39.647500065683566,142.18966594516723,13397.18652919665
-2.7950128,-44.3735041,18.488745,38.042,9315.511920300702,-37.45948320477497,-31.023560383522238,4073.9120678159934
-2.8906763,-41.906287,-12.259088,-18.851604,2744.0330655609373,-63.2613055982686,-166.82077077116915,11374.412375347596
-20.0679947,-44.3046922,15.407336,-35.83839,4031.837144325695,-51.34350914810555,-41.95485529168593,3476.497658124037
-20.0911872,-44.8277597,-13.8648615,-52.442146,1063.717077078711,67.1079306564013,-148.6026125499189,12640.95115788517
-20.2114642,-69.8726459,46.928585,-44.17519,7870.46263969904,-11.752715566300367,-102.11978141054313,3569.299979592516
-20.3418447,-41.5317598,2.4984994,94.50606,14868.09179468442,38.69647773907121,-168.1549958356119,14550.588763517677
-20.4465222,-44.2622004,-10.432697,-23.743645,2461.4398553040414,34.65791448169074,-177.38132764639096,15184.136153604677
-20.4473914,-55.7901816,-4.589385,-44.3242,2149.2991551238833,75.91968081604955,-58.66391870476724,10693.338961906966
-20.5266764,-43.6960369,16.885983,-39.99678,4158.0532657856165,-36.716199117086326,166.8951865857846,12905.145880645816
-20.5497414,-48.5862419,11.11869,-49.35173,3503.8244368912065,68.45685485310042,96.13616151763756,14156.262273817076
-20.6652209,-50.38651,3.830041,-54.99818,2755.950715343289,76.73942368153726,-85.10003556385061,11054.59866651723
-20.7810276,-49.7171212,32.76297,-33.501427,6171.434351871858,18.2772901304141,19.652337213500687,8711.691296466064
-20.9229248,-55.7817265,-14.035735,-48.28948,1101.4469423918902,59.79034010587762,170.5186622198582,14371.01504512173
-21.0981666,-45.089573,-5.020916,100.851135,15314.94232081842,-31.832330328967124,-38.91739578182336,1338.391039994925
-21.1877013,-46.9705247,6.312726,-11.103314,4960.089649364794,-57.74144715115302,-87.51274968853254,5210.491596774498
-21.191056,-48.9120253,23.116354,-5.7221594,6779.893259188761,-43.47865319781759,155.7582667756381,12415.125179886401
-21.299908,-50.730388,-4.9842596,-56.8738,1923.1973776936504,40.281360190091874,-157.91031009784214,12941.507624416066
-21.4536252,-50.1634788,0.5297344,-51.921497,2439.379301403183,-26.40998779745628,94.73655127050938,13504.638991878777
-21.4764901,141.7156791,-15.360425,-134.34576,8790.727389572725,-61.389120996422115,-156.4009034777044,6442.928369428413
-21.527135,-47.6428605,-9.698332,-62.45139,2055.032705157709,25.519353320585523,37.05191069076656,10517.991439535548
-21.7495804,-41.3188738,-0.31811538,-71.57603,4049.816382899814,-1.1121809761329473,3.3596827344165945,5351.824965862039
-21.7609314,-43.6014197,27.488432,15.097857,8340.66948012848,24.027258590212597,12.079881495300015,7872.512845632237
-21.7990865,115.7442605,-27.63054,117.3432,665.8701420199458,-60.90932798611244,-1.063585624765409,9250.164634174054
-21.9560405,26.4919236,-9.317897,90.68842,6977.733294174471,-64.91353800246875,89.19994297835217,6536.410990939057
-22.0212036,-54.8854879,-7.3222647,-46.704235,1848.4285882904012,68.82770473740413,-71.1859338580198,10160.656579297136
-22.0662473,-41.6836365,44.687984,-18.02895,7773.295813689833,-53.869410031962175,141.16719031086348,11586.96861738877
-22.1026241,-53.4686244,-14.381222,-51.98072,868.97731623751,-46.53388976229068,-149.22172600435607,8679.450604691203
-22.4084658,-43.6737616,7.00625,96.37922,15423.352947802465,-15.570054765084535,-166.32122378147693,12494.615677725891
-22.4360826,-45.4669685,6.408966,-21.91389,4095.080523364617,-74.09468730829543,62.18397352326903,8141.980165217127
-22.4984096,-65.1017443,-21.529633,-52.396145,1315.8559061894123,83.97811069594414,-139.92774673908815,12301.94832702739
-22.5739732,-47.1602367,1.8742635,-51.70763,2749.3239393652984,81.56598761788982,97.40707554037874,13255.781359125453
-22.6233927,-65.6977653,-26.124348,126.81256,14446.19699552084,35.94340247902865,155.6007943337549,15786.461317326815
-22.6295939,-54.7112006,-14.391025,-12.39148,4545.246358711557,88.47121024880792,17.69781140236512,12453.037218767631
-22.901046,-51.5195999,-11.484649,-58.66746,1473.7938943237193,-5.896487154972263,113.51876568123947,16432.71904502159
-23.0067636,-47.7387925,35.96299,-88.64027,7818.678681423793,-12.431301790966756,161.3798860967819,14972.660276235876
-23.0084125,-46.6502166,29.600147,3.8999867,7946.825718851613,62.20375148997957,82.02890389753946,14211.308351498032
-23.0133352,-66.3636969,30.549454,-1.4925845,9114.518658257899,-33.8628514932219,9.957067388469255,7408.420106488512
-23.1233229,-46.5539388,25.395306,52.151962,11910.039430196375,88.3938822844828,-111.28676349413811,12482.736606715585
-23.1917403,29.8665234,-24.708437,-54.887665,8471.084466848399,-32.0467072854703,29.096844278392098,984.1856609391797
-23.4353972,-46.9248252,6.3732977,-32.36541,3657.9625087329623,-12.06084402235507,-20.513233380328643,3063.323937720691
-23.5191943,150.5512115,-24.827976,34.409607,11302.317652797648,-86.32129391737594,103.42811965841241,7123.630450077298
-23.551893,-46.8310301,-10.140329,-52.264206,1592.606359481102,60.99390144890387,-10.549597749574247,9923.980568080955
-23.5813921,-48.1221168,36.304115,-99.076645,8520.23481233753,-49.869150101868456,-25.289519223295372,3528.9789412305477
-23.6024694,-47.0346728,29.711882,-92.105835,7618.314759976216,-23.990269488048924,65.87907246081173,11069.193438123351
-23.6537169,20.975883,-18.735527,19.656416,561.498397864597,82.71263340624697,131.33103188906745,12881.34602955581
-23.7537516,-49.6257139,-18.725697,-50.814762,570.2155325675932,-82.05214240149157,-133.87277496291227,7312.412130782108
-24.0631378,150.9077506,-24.065556,108.174194,4328.506244471251,-8.142388988005948,-60.01584754003967,15121.381795059262
-24.1436207,113.4598553,-26.899763,113.447075,305.33049883915885,-60.739660596149434,-67.21022887896596,10596.055263306318
-24.5631492,24.137093,-30.526764,119.549385,9146.493000918344,-12.246310557540752,-124.41047957098112,14700.874495037007
-24.6252331,25.8548373,31.674637,-4.334743,7009.782377390947,2.022846199420016,-79.76900051221983,11689.29435263636
-24.7363469,-60.5545141,-21.878395,-53.96054,744.9114504690376,37.34948134715721,28.656931065797266,11569.372749874356
-24.7493408,-64.2542026,-26.00603,-61.991505,266.8906091024705,21.74746859886227,-95.44404373538893,6151.377233769408
-24.8545009,28.8723278,-7.813139,-59.125835,9453.462415061264,-13.489544967218109,55.48968936513174,3061.117389451686
-25.154085,27.9644934,24.583017,4.5835166,6052.069995116699,-79.37790569755379,-54.66428543276214,7119.041166216766
-25.2061204,132.7633494,-30.678442,115.05193,1842.9305749869739,11.414421264651693,118.95902434395936,4319.330256480965
-25.4740067,27.0570047,-13.06022,-52.036022,8319.042851487255,-58.45299204456465,-83.76001945889331,8749.463672883852
-25.5626096,142.9598264,-20.244629,104.3702,3988.8387614290004,84.9347708521982,124.49660090924516,12292.651218302784
-25.9881762,-49.3293802,3.3079948,27.646332,8878.254716794005,70.5745363975443,28.576653601208818,12269.618851522866
-26.0331133,-67.4432024,46.96156,23.011946,12108.94952046443,3.0516098559024556,-41.150353613642096,4287.017674150048
-26.6185219,16.7881045,12.052444,-29.536938,6587.064891560617,-19.47809047140666,-179.04361664456476,14628.108766031946
-26.7719829,-48.6488865,-14.468924,-52.808273,1429.1026523983137,-36.37289758643123,144.3679951779032,12883.527841273979
-26.7774469,-54.9191493,29.388227,-68.55032,6383.118737196985,61.85198439054389,-170.43345096947013,13927.352137101818
-26.910876,-68.6262846,-30.415165,-64.77193,541.0215741618929,-24.974799546347455,97.17150232974637,14065.802178450622
-26.9316445,-48.9401733,17.791105,-79.51151,5948.708803655733,-56.56231391494546,-85.22770346387345,4370.87951868329
-27.0799182,23.0715197,35.34093,-53.152725,10571.809352964001,-77.31101121998545,-126.38507945181743,8242.717405777967
-27.108259,-53.7671167,-15.678566,-63.738403,1632.5418622901493,-19.325395225265936,-126.83847294740109,7429.346926335902
-27.355292,-55.8941064,-11.095419,-47.877693,1985.9004288045783,-63.42089903408552,159.1221570729312,9481.521233105219
-27.3824342,26.6588925,36.982674,30.194416,7134.202294386623,-42.68593815706116,12.769862887350484,2112.4606455304174
-27.4038041,-49.599774,-15.528539,-48.50786,1319.7371746896436,-10.645794969563227,139.3030559124408,15687.502080785467
-27.4822036,-49.5830188,31.929262,25.193895,10291.515939556892,34.333055892548145,-18.823570875840005,7571.117245569307
-27.5448948,-67.0027469,30.918348,-114.28714,8190.02035931574,-21.495157101421384,85.66090966735749,13838.485608626846
-27.9155768,120.7165328,-31.016994,130.99124,1053.7222509884896,-6.49995117824659,90.51187857654077,3970.2941003848937
-27.9159414,-61.3498855,15.860509,12.765173,9335.471878573433,77.97285539659288,15.413803766891107,12717.833707365464
-27.9619921,148.1051605,-17.004223,34.9331,11275.936135629909,-25.4940743058894,-4.12233542191359,13389.122482234596
-28.0434636,114.6734188,-6.6385107,45.152653,7660.529076958854,-34.54935425012501,-159.10022879474002,7985.098169012956
-28.0517282,-63.6813558,-9.283157,-59.835,2116.3947559495564,20.766250434092257,87.13515009943194,16969.960061885
-28.0826271,26.8995346,21.855852,-54.82587,10368.569278316601,-47.3042899293644,-21.97184538456034,4711.880777940999
-28.1624841,145.0454485,-31.80001,132.62772,1263.4480791846988,51.587419330940804,-20.4534738897635,17137.821429905263
-28.1841466,118.3025287,-30.08022,130.27046,1182.868138290024,52.00379401821192,14.451174644702803,13347.93745043096
-28.1962434,152.7400191,35.58378,-11.056626,18287.711763702388,-58.829525766164714,35.19093261795339,8786.245599300579
-28.1998418,-61.3771811,-7.733253,-68.90423,2399.7720273756136,49.63001119758903,-70.39143340408549,8666.525363466515
-28.2382541,-52.3442322,-30.038652,137.82326,13465.525955076568,51.64592139595723,-72.10569627350752,9058.023325073798
-28.3645336,-53.7725569,-9.4641695,-47.95091,2179.2165058073065,-7.904570799622846,82.7854263620992,13867.260877287737
-28.3975921,-54.441505,-7.907269,-55.576027,2271.2378678826776,-18.667441180343104,-97.26539902612073,4479.181824320453
-28.4856954,-65.7529258,34.32723,-99.29663,7797.801581312939,32.19821597440293,-124.81169272566811,9170.797814489206
-28.5742734,29.7486109,31.807383,-16.342617,8274.131555282447,31.668326524769498,24.953938336233847,6686.482986842915
-28.9014347,-66.3026183,32.91697,-92.756676,7390.130371449545,53.05454683694833,122.43741912275277,17228.59746943293
-29.0876499,121.3707532,-22.924944,99.79862,2260.9202772276963,7.078108806357093,135.04055954637084,4261.672433349264
-29.0948182,-66.5612662,7.1244907,-108.48071,6018.740207876922,61.316157568226515,1.9301792218113292,11745.36105645312
-29.2948379,-51.5012911,43.860077,25.595848,11265.099106414329,-66.8058999617628,-151.16629565329603,7454.731554046663
-29.5901022,149.3173099,5.802282,63.661743,9911.60938255417,-7.195020073555625,100.8532308393178,5634.957621522248
-29.5916445,-53.9855049,-14.178246,-69.243805,2318.462365943226,-74.07476788220437,-78.87587391358272,5148.260289307889
-29.7996097,22.8601509,-30.61152,112.47771,8360.875888532415,-45.629338195738875,39.565473528279995,2282.977421269878
-29.9825054,-52.3787374,-15.253108,-49.901943,1650.7685299467666,-20.990081845617397,-73.0291890548937,2297.8532990760855
-3.0510557,-40.1693295,-12.239902,-48.42198,1363.8227725244308,-5.766106491651286,80.45538035891497,13364.093266387412
-3.3638794,104.1359758,14.156359,115.62312,2315.637409343895,-64.91515178245518,-160.73508373140973,9910.46715205483
-3.991964,122.310966,15.26599,101.38562,3139.7022872267316,-42.03485413907702,100.4671021103469,4740.667240784761
-30.0482974,-68.4892847,4.5187283,7.4276905,8917.681701854717,29.638055676773405,-99.04488695628972,7357.788027913123
-30.2037743,-66.4775875,2.2648792,-104.64844,5416.1689878018315,32.01293953907195,-88.15998953485487,7256.62986257762
-30.3827564,117.045338,-28.74936,117.06467,181.06393539014746,-89.98005103445878,-43.90955888673025,6641.527849447789
-30.6621327,21.5175739,-15.510117,-10.392235,3655.7274040495295,-9.428265727582612,-111.13993305436837,13296.130920519123
-30.7142482,150.0273818,-12.474354,52.043247,10060.683930163455,39.98503734279524,146.81367557550033,7834.204846127659
-30.7401136,-51.8812355,-4.1752343,35.779015,9555.366308257353,-72.1580483356538,-137.15114500373775,6622.11713296673
-30.7763607,138.3426827,-12.772436,101.85211,4239.600565828808,-72.8539254037367,-28.555232970461617,8466.925705219319
-30.9333856,116.0513721,-14.481372,121.637344,1909.3206812740796,-55.13054893238237,-47.015373808404604,10332.647012124426
-30.9774716,147.4487362,-29.74699,129.56134,1723.1297382594034,-67.67756665297455,-154.86585389150554,5505.344710851156
-30.9873269,-68.6386862,41.617912,-100.00858,8660.12289996272,-25.088757040881518,-102.46144609403984,3375.8892824483037
-31.0657607,26.2538615,-30.604593,-47.950478,6951.620665680532,-60.56758340121752,35.86404290504845,3355.121821363298
-31.0885086,-61.9030509,25.947138,-73.60093,6433.378682850017,-18.28874414649654,53.7136269062097,11239.340051228497
-31.2914212,-64.2920063,11.3069105,-80.65804,5027.378582522355,27.554341554897604,-13.521923463229143,8451.668751611855
-31.2995442,24.9029066,-20.199972,-78.42951,10059.029213797916,40.74688553074887,-24.92345143078117,9481.945601246849
-31.3146174,118.1356784,22.385359,-13.884837,15196.367464382642,88.08994093675682,-140.323061632174,13508.43830704621
-31.4380818,20.2782069,-2.5244422,-23.082014,5557.442149844057,-22.691753212977417,53.18377458217134,3390.38717920036
-31.8758027,137.3487427,-17.792442,37.33874,9890.005832072042,33.32995759426035,101.1198125478636,8158.219781834095
-32.2238167,-58.1308272,-10.084904,-50.745903,2566.5254244022876,-72.98929826144551,156.9610832275551,8034.679823614842
-32.48473,116.388628,-17.143147,134.2764,2474.235931695688,-84.16187199672025,172.85807539756973,6061.944994998882
-32.5879017,115.6429267,44.205063,14.921502,13243.890948805443,-73.88664350494717,15.34022012269537,6863.364582770644
-32.6475186,25.9388696,-38.63354,-83.18696,9252.804292476561,-51.1101592980854,-161.40867669301596,10698.078336798675
-32.7577424,118.6823402,-13.933303,119.755005,2087.7577307982633,-87.70263887872159,64.55454290000776,6227.9676053032435
-32.7878469,-61.6120345,28.42497,101.84077,18369.785760851646,89.44858982746962,-48.63245212575433,13571.16044385871
-32.7973005,148.5480895,18.717213,53.46366,11578.690665210952,79.65614141111143,-150.33551992228584,13028.240021208769
-32.8096831,-57.0902154,52.57022,55.887115,14336.58319892772,-65.09075120728363,120.01667125569594,9147.922647101595
-32.8155523,-63.8815332,-14.844532,-53.918823,2231.2726733297673,-79.54196072110611,74.47366620889849,7268.6238080499925
-32.8431005,150.0020253,-32.27358,132.25902,1665.5946661371827,-42.32820130699999,-32.33796466319842,11677.076715922867
-32.9198852,26.0968396,-28.663088,-168.8292,13009.651929944135,10.460500742482381,-177.43676185439463,16554.539284703176
-32.9538159,-68.8038839,40.98797,-2.5109663,10638.862574385723,72.40129556335833,-37.52933146827408,11930.927157440592
-33.0198477,135.3928453,-26.772955,102.30747,3255.606400945305,-37.23513987352793,34.96497716102445,8685.554370368172
-33.0312715,149.4132655,-5.493483,-5.8704224,15012.574848153232,33.51511021228026,147.31089149593384,7369.386234308568
-33.1070194,118.2136226,-30.918587,121.6636,406.32115249874204,-53.44497427145785,150.9225079393462,3433.8288940836
-33.250157,146.9984479,-30.543758,133.84796,1278.7163632248764,-13.806275269411117,47.87667419076834,10007.764548729241
-33.2922068,-68.905887,27.464462,-99.32998,7453.507364525397,-66.71377504977478,-51.81485453130307,3883.750484128281
-33.3236362,116.8999889,-33.80806,97.43142,1805.8062912269877,-57.677576399865096,160.86723349558724,4254.380710261682
-33.478355,121.9576215,-33.22008,125.45609,326.89091707307176,-86.60216308772307,172.06299482277194,6057.355841000832
-33.5800362,117.7857078,-36.90171,134.64493,1575.8292511382094,39.23905683644975,-63.2332841850135,19369.78690833017
-33.5927557,-69.4053773,49.866123,47.55663,14645.954968828686,-83.74038089238275,-80.16395615773325,5597.642906466611
-33.8889095,-60.5698819,25.832165,28.141594,11453.680115038378,20.914139439042813,145.40917127019122,17092.200618797935
-33.9428317,19.1214866,53.207394,14.961617,9663.429340028812,30.92614915158778,-31.249434184567946,8916.875402319612
-33.9539259,25.6142995,46.268745,-72.27,13200.686169715773,-76.41544097624706,45.07790954069384,4831.070551020547
-34.0161723,-65.1273783,-24.770678,17.128984,7840.000489765613,63.18242093414062,64.5728455230257,15284.962388398728
-34.029588,23.0557571,16.186644,-69.98317,11277.20845819855,-63.445272217020275,-20.15209028022275,4408.073478884756
-34.114506,148.2586995,-24.942257,120.07926,2902.972360793026,-78.88136965689154,107.94022640347464,5319.940897470521
-34.1397667,147.7421374,-30.287163,135.24815,1251.853774629792,83.99016067862766,28.40372322981014,14090.971408863174
-34.4006302,117.197221,-26.180706,138.49542,2236.428451017251,74.83600698359984,104.78481887259971,12151.011438160953
-34.4221708,-66.300029,34.925804,7.808553,10876.241437351588,-3.877426801019979,50.77867485441317,12205.415770277636
-34.4308326,150.1338279,-22.624207,121.51259,3077.2640340570906,-43.451167485707984,-54.1371973252044,11036.248509016039
-34.4703627,-57.8369772,48.74392,6.79277,11218.274991836659,-34.5720193426166,171.9317884358161,10778.56295988774
-34.4922303,144.8600615,-22.263823,128.46507,2096.814799471038,19.176034746264634,92.39847377438178,8128.896220505813
-34.6098392,-58.387606,45.036987,1.2289908,10670.751304436295,-14.886653464555224,3.67742731998689,6541.546760408965
-34.6171874,-58.3716732,38.234352,26.000126,11855.660069661935,28.418930362810812,-21.35361119786313,7990.369166111882
-34.7014644,-58.50104,47.50763,5.6112328,11119.533330750399,53.823817296639106,-110.16772889791305,10993.783045727634
-34.7322718,-54.9111702,42.56581,-86.751625,9153.005467403676,-2.050234718824953,-134.72219995015288,8951.88322605117
-34.7761995,-58.3165089,-10.275167,-69.881325,2957.167970624806,18.86360657512246,-15.209832527333873,7484.563263540868
-35.2667501,138.8817569,37.175976,23.945324,14288.887331315864,34.28948411587494,54.541725495980955,11662.042425454327
-35.5673542,139.7141259,-31.64327,122.00818,1697.2761761072295,-44.26390631713909,45.58369084639273,7652.1773300011255
-36.0503844,140.7489743,-20.263102,103.847916,3992.1289753328488,19.099526095391866,-74.11157345155047,16132.580385047615
-36.1855979,-72.8092651,44.151386,28.498013,13515.462082974915,-56.72901516156978,-114.17755398084695,3822.5031219031525
-36.5823231,143.8714815,-30.19393,135.524,1050.4689309149242,81.0454086135988,-52.62859238447757,15005.430232650875
-36.6206143,-64.2797978,22.732428,-16.536251,8263.86449131788,-75.09279397431453,-13.043812715566958,5024.932942427934
-36.7728368,144.2463422,42.302612,20.204802,15258.71544733605,53.72798408648197,-167.90396436574247,11031.324965562088
-37.0668274,175.0899711,43.090607,-42.182255,16800.91045948875,-26.932518449853205,-140.03583110734652,4344.185698003966
-37.1790487,144.8306293,-30.363543,132.72386,1350.6487662430304,-19.53847485170634,92.41772211885649,5420.761687082225
-37.2883111,147.737199,44.44814,34.78161,14471.051031056688,78.44086967430837,156.0606450266402,12851.512717146277
-37.6198949,-70.6118072,-27.081638,-73.161804,1192.878186582807,-3.2403165254863495,-95.34052074254649,4566.52463439618
-38.1353413,146.273705,-26.15132,121.279594,2693.852158038309,-27.702761165414422,-41.974879928421046,12665.720565443624
-38.3062604,144.8013205,30.431736,26.817268,14358.725712498037,79.83693720236778,-60.854797828613044,15248.420602393844
-38.3845303,142.480169,53.498863,-2.4983456,16868.696438914216,-40.55645772187175,-137.35224900569705,6647.945690611957
-38.4954862,146.822025,2.9632652,4.2551885,14548.841151802939,13.346310660654382,63.330724670917704,10369.048207506103
-38.5663069,178.1642243,49.260548,9.095751,18535.665193938592,20.669812068868268,-134.92561927393984,8181.701696712832
-38.6494242,-59.6146837,41.235916,-13.968544,9985.633718153402,-45.63833607443744,25.89211287017693,6767.437553141163
-38.7883436,-61.1016196,-24.191614,-63.475727,1633.9584802366749,-59.44070313075693,-99.41644791859432,3536.404198608961
-38.8920332,-62.0718732,-24.771467,-59.170856,1589.418738490008,89.99327587088769,154.67272984364428,14309.08564623933
-39.0588207,-66.501875,-41.63239,-71.23338,493.09549098362555,76.3179213858121,-117.83644321936768,13297.491794429014
-39.1374339,174.3823619,-29.40915,-94.19104,8129.0473580010375,41.819250034990915,114.26791110135173,10831.41664653101
-39.6769336,-68.4475405,-37.57509,-67.91234,237.93009696548742,-47.89682484339556,-162.3422425669993,7133.295068561799
-39.679875,-64.4330658,43.29456,-104.83856,10048.4025120705,35.11559959750785,-171.08491525337982,13691.833774922066
-39.6885773,-64.4347192,-13.840987,22.397455,8773.927075758022,39.775985648886376,163.9646903154702,15925.624088709545
-39.7448672,175.8348548,62.96148,15.991995,17095.162519836613,-60.49207383216673,106.09298490829929,5190.418319729205
-4.446716,-79.148017,59.00572,55.83178,12837.848046521118,-75.67952788415448,-141.66352393589221,8791.484724589354
-4.5938703,-49.1005826,-8.485498,-49.999092,441.69133282940146,44.87007395075071,40.58141271871216,10342.886905979653
-4.7807617,-48.0633375,-7.391237,-39.520573,988.6448835230359,46.80680666917115,109.34795608725267,14869.620216784542
-4.9675012,-39.0168755,37.096535,15.804321,7340.153701460665,-9.938337161677055,-165.37750896440548,13862.690435638802
-4.991723,-39.980156,-12.833888,-45.110535,1034.491933391912,39.223373386602816,155.9320044170504,15891.507853198304
-40.133556,176.7652657,60.183445,38.451904,16387.2560765848,-37.28699397958548,154.73594960430177,1936.7965415512501
-40.5118765,-63.6749513,40.910908,-3.151144,10894.786564578491,30.746675247071437,118.20572146385803,18907.73311449928
-41.0609248,-67.4801074,-41.740513,-70.79316,287.12465377606657,61.13278987708142,10.10599201043945,13297.075714871944
-41.1520043,-63.6257047,-33.35445,-64.901474,872.7335382589987,59.18051080196457,-144.6932417793581,13358.874344505732
-41.48663,146.9054176,40.764088,-2.1651142,17437.75318598691,68.06180108140043,32.99236799868055,15183.588463276184
